hotel_id,price,stock,request.city,request.date,request.language,request.mobile,request.avatar_id
692,232,277,vienna,44,danish,0,82024
839,164,195,vienna,44,danish,0,82024
833,134,139,vienna,44,danish,0,82024
64,75,111,vienna,44,danish,0,82024
438,100,56,vienna,44,danish,0,82024
266,72,55,vienna,44,danish,0,82024
979,138,140,vienna,44,danish,0,82024
426,98,113,vienna,44,danish,0,82024
263,103,112,vienna,44,danish,0,82024
171,69,114,vienna,44,danish,0,82024
524,164,196,vienna,44,danish,0,82024
931,160,196,vienna,44,danish,0,82024
457,135,55,vienna,44,danish,0,82024
98,138,137,vienna,44,danish,0,82024
626,98,112,vienna,44,danish,0,82024
784,100,112,vienna,44,danish,0,82024
662,156,195,vienna,44,danish,0,82024
57,138,140,vienna,44,danish,0,82024
675,97,56,vienna,44,danish,0,82024
666,75,112,vienna,44,danish,0,82024
179,102,110,vienna,44,danish,0,82024
753,139,139,vienna,44,danish,0,82024
68,135,138,vienna,44,danish,0,82024
610,73,56,vienna,44,danish,0,82024
635,97,112,vienna,44,danish,0,82024
928,76,56,vienna,44,danish,0,82024
962,131,112,vienna,44,danish,0,82024
943,158,196,vienna,44,danish,0,82024
239,230,280,vienna,44,danish,0,82024
549,97,55,vienna,44,danish,0,82024
875,97,55,vienna,44,danish,0,82024
530,98,56,vienna,44,danish,0,82024
646,97,110,vienna,44,danish,0,82024
924,135,142,vienna,44,danish,0,82024
494,163,194,vienna,44,danish,0,82024
652,97,112,vienna,44,danish,0,82024
428,100,111,vienna,44,danish,0,82024
977,104,111,vienna,44,danish,0,82024
292,164,196,vienna,44,danish,0,82024
226,98,112,vienna,44,danish,0,82024
456,139,142,vienna,44,danish,0,82024
268,99,113,vienna,44,danish,0,82024
167,73,56,vienna,44,danish,0,82024
87,159,195,vienna,44,danish,0,82024
877,75,56,vienna,44,danish,0,82024
703,139,140,vienna,44,danish,0,82024
846,160,193,vienna,44,danish,0,82024
927,158,197,vienna,44,danish,0,82024
713,156,195,vienna,44,danish,0,82024
919,70,56,vienna,44,danish,0,82024
231,136,57,vienna,44,danish,0,82024
755,73,56,vienna,44,danish,0,82024
184,230,281,vienna,44,danish,0,82024
382,139,138,vienna,44,danish,0,82024
210,99,113,vienna,44,danish,0,82024
35,76,56,vienna,44,danish,0,82024
699,100,112,vienna,44,danish,0,82024
70,163,195,vienna,44,danish,0,82024
462,74,56,vienna,44,danish,0,82024
682,131,56,vienna,44,danish,0,82024
511,159,197,vienna,44,danish,0,82024
848,163,196,vienna,44,danish,0,82024
11,160,195,vienna,44,danish,0,82024
15,232,276,vienna,44,danish,0,82024
704,100,56,vienna,44,danish,0,82024
672,158,196,vienna,44,danish,0,82024
336,100,111,vienna,44,danish,0,82024
940,137,140,vienna,44,danish,0,82024
810,99,112,vienna,44,danish,0,82024
128,156,195,vienna,44,danish,0,82024
173,101,111,vienna,44,danish,0,82024
245,134,56,vienna,44,danish,0,82024
920,96,112,vienna,44,danish,0,82024
372,97,112,vienna,44,danish,0,82024
403,231,280,vienna,44,danish,0,82024
890,72,56,vienna,44,danish,0,82024
730,164,194,vienna,44,danish,0,82024
613,156,195,vienna,44,danish,0,82024
168,228,280,vienna,44,danish,0,82024
446,98,56,vienna,44,danish,0,82024
37,163,193,vienna,44,danish,0,82024
996,98,112,vienna,44,danish,0,82024
26,158,195,vienna,44,danish,0,82024
255,163,197,vienna,44,danish,0,82024
775,72,55,vienna,44,danish,0,82024
368,70,56,vienna,44,danish,0,82024
8,100,112,vienna,44,danish,0,82024
315,232,278,vienna,44,danish,0,82024
220,70,111,vienna,44,danish,0,82024
278,102,56,vienna,44,danish,0,82024
343,74,55,vienna,44,danish,0,82024
63,135,139,vienna,44,danish,0,82024
219,156,197,vienna,44,danish,0,82024
275,99,111,vienna,44,danish,0,82024
535,134,140,vienna,44,danish,0,82024
33,134,142,vienna,44,danish,0,82024
693,223,274,vienna,44,danish,0,82024
116,98,56,vienna,44,danish,0,82024
236,76,56,vienna,44,danish,0,82024
195,132,56,vienna,44,danish,0,82024
152,158,195,vienna,44,danish,0,82024
565,233,277,vienna,44,danish,0,82024
250,230,282,vienna,44,danish,0,82024
354,96,56,vienna,44,danish,0,82024
661,98,112,vienna,44,danish,0,82024
801,163,195,vienna,44,danish,0,82024
524,172,186,vienna,43,danish,0,82024
236,77,52,vienna,43,danish,0,82024
226,103,106,vienna,43,danish,0,82024
372,97,104,vienna,43,danish,0,82024
713,164,183,vienna,43,danish,0,82024
278,107,52,vienna,43,danish,0,82024
613,164,184,vienna,43,danish,0,82024
336,105,105,vienna,43,danish,0,82024
940,137,130,vienna,43,danish,0,82024
848,171,186,vienna,43,danish,0,82024
