hotel_id,price,stock,request.city,request.date,request.language,request.mobile,request.avatar_id
944,210,276,rome,44,portuguese,0,38712
642,70,57,rome,44,portuguese,0,38712
569,90,112,rome,44,portuguese,0,38712
787,90,111,rome,44,portuguese,0,38712
453,206,279,rome,44,portuguese,0,38712
843,206,281,rome,44,portuguese,0,38712
759,145,195,rome,44,portuguese,0,38712
3,63,56,rome,44,portuguese,0,38712
555,125,138,rome,44,portuguese,0,38712
73,151,195,rome,44,portuguese,0,38712
550,70,113,rome,44,portuguese,0,38712
874,147,195,rome,44,portuguese,0,38712
129,89,112,rome,44,portuguese,0,38712
486,149,195,rome,44,portuguese,0,38712
953,88,112,rome,44,portuguese,0,38712
552,86,111,rome,44,portuguese,0,38712
286,95,112,rome,44,portuguese,0,38712
563,147,194,rome,44,portuguese,0,38712
232,69,56,rome,44,portuguese,0,38712
932,122,112,rome,44,portuguese,0,38712
469,64,113,rome,44,portuguese,0,38712
374,92,111,rome,44,portuguese,0,38712
321,208,277,rome,44,portuguese,0,38712
380,69,56,rome,44,portuguese,0,38712
906,126,140,rome,44,portuguese,0,38712
139,69,56,rome,44,portuguese,0,38712
850,149,194,rome,44,portuguese,0,38712
273,126,138,rome,44,portuguese,0,38712
686,87,57,rome,44,portuguese,0,38712
151,211,278,rome,44,portuguese,0,38712
144,71,56,rome,44,portuguese,0,38712
651,87,112,rome,44,portuguese,0,38712
864,125,140,rome,44,portuguese,0,38712
769,71,55,rome,44,portuguese,0,38712
386,93,55,rome,44,portuguese,0,38712
696,87,112,rome,44,portuguese,0,38712
650,68,56,rome,44,portuguese,0,38712
728,207,281,rome,44,portuguese,0,38712
328,64,56,rome,44,portuguese,0,38712
536,94,110,rome,44,portuguese,0,38712
543,149,197,rome,44,portuguese,0,38712
296,62,56,rome,44,portuguese,0,38712
929,206,280,rome,44,portuguese,0,38712
763,92,112,rome,44,portuguese,0,38712
987,70,56,rome,44,portuguese,0,38712
714,66,56,rome,44,portuguese,0,38712
471,147,194,rome,44,portuguese,0,38712
213,87,112,rome,44,portuguese,0,38712
206,150,196,rome,44,portuguese,0,38712
38,87,56,rome,44,portuguese,0,38712
324,126,139,rome,44,portuguese,0,38712
341,93,113,rome,44,portuguese,0,38712
586,149,198,rome,44,portuguese,0,38712
840,95,112,rome,44,portuguese,0,38712
816,63,56,rome,44,portuguese,0,38712
897,207,276,rome,44,portuguese,0,38712
112,69,55,rome,44,portuguese,0,38712
796,126,141,rome,44,portuguese,0,38712
913,127,137,rome,44,portuguese,0,38712
786,204,281,rome,44,portuguese,0,38712
781,64,55,rome,44,portuguese,0,38712
452,144,195,rome,44,portuguese,0,38712
694,123,55,rome,44,portuguese,0,38712
773,64,56,rome,44,portuguese,0,38712
583,65,56,rome,44,portuguese,0,38712
856,66,55,rome,44,portuguese,0,38712
228,122,112,rome,44,portuguese,0,38712
641,90,111,rome,44,portuguese,0,38712
739,150,196,rome,44,portuguese,0,38712
934,69,56,rome,44,portuguese,0,38712
399,145,193,rome,44,portuguese,0,38712
513,70,56,rome,44,portuguese,0,38712
489,213,277,rome,44,portuguese,0,38712
824,211,278,rome,44,portuguese,0,38712
170,124,138,rome,44,portuguese,0,38712
838,125,140,rome,44,portuguese,0,38712
774,144,194,rome,44,portuguese,0,38712
566,151,197,rome,44,portuguese,0,38712
701,70,56,rome,44,portuguese,0,38712
702,149,193,rome,44,portuguese,0,38712
804,123,140,rome,44,portuguese,0,38712
180,66,56,rome,44,portuguese,0,38712
485,64,55,rome,44,portuguese,0,38712
48,63,112,rome,44,portuguese,0,38712
46,204,277,rome,44,portuguese,0,38712
621,69,56,rome,44,portuguese,0,38712
156,64,56,rome,44,portuguese,0,38712
330,203,281,rome,44,portuguese,0,38712
298,125,140,rome,44,portuguese,0,38712
51,124,140,rome,44,portuguese,0,38712
178,211,274,rome,44,portuguese,0,38712
396,92,111,rome,44,portuguese,0,38712
361,124,138,rome,44,portuguese,0,38712
854,204,277,rome,44,portuguese,0,38712
895,207,277,rome,44,portuguese,0,38712
677,150,197,rome,44,portuguese,0,38712
114,123,142,rome,44,portuguese,0,38712
344,66,56,rome,44,portuguese,0,38712
423,207,280,rome,44,portuguese,0,38712
345,122,111,rome,44,portuguese,0,38712
636,87,138,rome,44,portuguese,0,38712
681,127,140,rome,44,portuguese,0,38712
496,64,196,rome,44,portuguese,0,38712
668,89,112,rome,44,portuguese,0,38712
659,150,193,rome,44,portuguese,0,38712
390,150,196,rome,44,portuguese,0,38712
537,147,196,rome,44,portuguese,0,38712
42,147,195,rome,44,portuguese,0,38712
316,145,196,rome,44,portuguese,0,38712
991,144,196,rome,44,portuguese,0,38712
907,126,138,rome,44,portuguese,0,38712
364,127,140,rome,44,portuguese,0,38712
437,88,56,rome,44,portuguese,0,38712
751,207,280,rome,44,portuguese,0,38712
381,121,112,rome,44,portuguese,0,38712
725,144,197,rome,44,portuguese,0,38712
293,63,113,rome,44,portuguese,0,38712
993,147,196,rome,44,portuguese,0,38712
191,124,140,rome,44,portuguese,0,38712
473,213,277,rome,44,portuguese,0,38712
947,126,140,rome,44,portuguese,0,38712
712,150,194,rome,44,portuguese,0,38712
671,125,138,rome,44,portuguese,0,38712
644,62,140,rome,44,portuguese,0,38712
347,71,56,rome,44,portuguese,0,38712
440,95,111,rome,44,portuguese,0,38712
281,90,112,rome,44,portuguese,0,38712
242,150,196,rome,44,portuguese,0,38712
260,94,139,rome,44,portuguese,0,38712
763,92,106,rome,43,portuguese,0,38712
129,89,105,rome,43,portuguese,0,38712
906,130,132,rome,43,portuguese,0,38712
324,133,132,rome,43,portuguese,0,38712
932,124,106,rome,43,portuguese,0,38712
390,150,181,rome,43,portuguese,0,38712
856,69,52,rome,43,portuguese,0,38712
550,72,108,rome,43,portuguese,0,38712
696,92,106,rome,43,portuguese,0,38712
644,66,130,rome,43,portuguese,0,38712
469,65,106,rome,43,portuguese,0,38712
650,71,53,rome,43,portuguese,0,38712
569,96,106,rome,43,portuguese,0,38712
642,70,53,rome,43,portuguese,0,38712
586,149,188,rome,43,portuguese,0,38712
170,130,130,rome,43,portuguese,0,38712
781,67,51,rome,43,portuguese,0,38712
396,97,106,rome,43,portuguese,0,38712
850,155,183,rome,43,portuguese,0,38712
316,146,183,rome,43,portuguese,0,38712
