hotel_id,price,stock,city,date,language,mobile,avatar_id,avatar_name
288,111,0,vilnius,0,hungarian,0,295313,QYK7G1
879,111,0,vilnius,0,hungarian,0,295313,QYK7G1
887,127,0,vilnius,0,hungarian,0,295313,QYK7G1
197,109,0,vilnius,0,hungarian,0,295313,QYK7G1
5,150,0,vilnius,0,hungarian,0,295313,QYK7G1
408,129,0,vilnius,0,hungarian,0,295313,QYK7G1
18,61,0,vilnius,0,hungarian,0,295313,QYK7G1
161,112,0,vilnius,0,hungarian,0,295313,QYK7G1
956,92,0,vilnius,0,hungarian,0,295313,QYK7G1
957,61,0,vilnius,0,hungarian,0,295313,QYK7G1
533,209,0,vilnius,0,hungarian,0,295313,QYK7G1
545,131,0,vilnius,0,hungarian,0,295313,QYK7G1
896,56,0,vilnius,0,hungarian,0,295313,QYK7G1
187,154,0,vilnius,0,hungarian,0,295313,QYK7G1
654,212,0,vilnius,0,hungarian,0,295313,QYK7G1
74,111,0,vilnius,0,hungarian,0,295313,QYK7G1
240,220,0,vilnius,0,hungarian,0,295313,QYK7G1
589,59,0,vilnius,0,hungarian,0,295313,QYK7G1
813,111,0,vilnius,0,hungarian,0,295313,QYK7G1
620,214,0,vilnius,0,hungarian,0,295313,QYK7G1
355,82,0,vilnius,0,hungarian,0,295313,QYK7G1
461,56,0,vilnius,0,hungarian,0,295313,QYK7G1
221,55,0,vilnius,0,hungarian,0,295313,QYK7G1
394,67,0,vilnius,0,hungarian,0,295313,QYK7G1
409,96,0,vilnius,0,hungarian,0,295313,QYK7G1
118,97,0,vilnius,0,hungarian,0,295313,QYK7G1
914,56,0,vilnius,0,hungarian,0,295313,QYK7G1
247,165,0,vilnius,0,hungarian,0,295313,QYK7G1
974,130,0,vilnius,0,hungarian,0,295313,QYK7G1
104,56,15,vilnius,0,hungarian,0,295313,QYK7G1
215,78,5,vilnius,0,hungarian,0,295313,QYK7G1
183,218,0,vilnius,0,hungarian,0,295313,QYK7G1
320,110,0,vilnius,0,hungarian,0,295313,QYK7G1
61,217,0,vilnius,0,hungarian,0,295313,QYK7G1
935,72,0,vilnius,0,hungarian,0,295313,QYK7G1
498,137,0,vilnius,0,hungarian,0,295313,QYK7G1
84,286,0,vilnius,0,hungarian,0,295313,QYK7G1
464,78,0,vilnius,0,hungarian,0,295313,QYK7G1
605,205,0,vilnius,0,hungarian,0,295313,QYK7G1
448,123,0,vilnius,0,hungarian,0,295313,QYK7G1
294,59,0,vilnius,0,hungarian,0,295313,QYK7G1
479,150,0,vilnius,0,hungarian,0,295313,QYK7G1
687,129,0,vilnius,0,hungarian,0,295313,QYK7G1
406,55,0,vilnius,0,hungarian,0,295313,QYK7G1
819,117,0,vilnius,0,hungarian,0,295313,QYK7G1
177,150,0,vilnius,0,hungarian,0,295313,QYK7G1
955,71,0,vilnius,0,hungarian,0,295313,QYK7G1
189,108,0,vilnius,0,hungarian,0,295313,QYK7G1
632,82,0,vilnius,0,hungarian,0,295313,QYK7G1
72,56,0,vilnius,0,hungarian,0,295313,QYK7G1
76,57,0,vilnius,0,hungarian,0,295313,QYK7G1
820,203,0,vilnius,0,hungarian,0,295313,QYK7G1
155,135,0,vilnius,0,hungarian,0,295313,QYK7G1
420,56,0,vilnius,0,hungarian,0,295313,QYK7G1
568,80,2,vilnius,0,hungarian,0,295313,QYK7G1
217,193,0,vilnius,0,hungarian,0,295313,QYK7G1
80,287,0,vilnius,0,hungarian,0,295313,QYK7G1
667,126,0,vilnius,0,hungarian,0,295313,QYK7G1
19,55,0,vilnius,0,hungarian,0,295313,QYK7G1
623,243,0,vilnius,0,hungarian,0,295313,QYK7G1
740,130,6,vilnius,0,hungarian,0,295313,QYK7G1
490,131,0,vilnius,0,hungarian,0,295313,QYK7G1
670,77,0,vilnius,0,hungarian,0,295313,QYK7G1
204,57,0,vilnius,0,hungarian,0,295313,QYK7G1
551,58,5,vilnius,0,hungarian,0,295313,QYK7G1
758,58,6,vilnius,0,hungarian,0,295313,QYK7G1
340,77,0,vilnius,0,hungarian,0,295313,QYK7G1
765,57,9,vilnius,0,hungarian,0,295313,QYK7G1
976,80,0,vilnius,0,hungarian,0,295313,QYK7G1
502,96,0,vilnius,0,hungarian,0,295313,QYK7G1
950,77,0,vilnius,0,hungarian,0,295313,QYK7G1
503,302,0,vilnius,0,hungarian,0,295313,QYK7G1
198,129,0,vilnius,0,hungarian,0,295313,QYK7G1
356,76,0,vilnius,0,hungarian,0,295313,QYK7G1
279,66,3,vilnius,0,hungarian,0,295313,QYK7G1
59,109,0,vilnius,0,hungarian,0,295313,QYK7G1
136,128,0,vilnius,0,hungarian,0,295313,QYK7G1
125,54,2,vilnius,0,hungarian,0,295313,QYK7G1
607,129,0,vilnius,0,hungarian,0,295313,QYK7G1
678,81,0,vilnius,0,hungarian,0,295313,QYK7G1
593,56,8,vilnius,0,hungarian,0,295313,QYK7G1
648,59,0,vilnius,0,hungarian,0,295313,QYK7G1
516,296,0,vilnius,0,hungarian,0,295313,QYK7G1
520,82,0,vilnius,0,hungarian,0,295313,QYK7G1
954,130,0,vilnius,0,hungarian,0,295313,QYK7G1
451,107,0,vilnius,0,hungarian,0,295313,QYK7G1
432,151,1,vilnius,0,hungarian,0,295313,QYK7G1
794,315,0,vilnius,0,hungarian,0,295313,QYK7G1
362,94,0,vilnius,0,hungarian,0,295313,QYK7G1
47,149,0,vilnius,0,hungarian,0,295313,QYK7G1
40,109,0,vilnius,0,hungarian,0,295313,QYK7G1
881,176,1,vilnius,0,hungarian,0,295313,QYK7G1
89,95,2,vilnius,0,hungarian,0,295313,QYK7G1
187,154,0,vilnius,1,hungarian,0,295314,4YDINZ
18,61,1,vilnius,1,hungarian,0,295314,4YDINZ
533,209,1,vilnius,1,hungarian,0,295314,4YDINZ
464,78,0,vilnius,1,hungarian,0,295314,4YDINZ
503,272,0,vilnius,1,hungarian,0,295314,4YDINZ
59,109,0,vilnius,1,hungarian,0,295314,4YDINZ
765,57,10,vilnius,1,hungarian,0,295314,4YDINZ
356,76,0,vilnius,1,hungarian,0,295314,4YDINZ
451,107,0,vilnius,1,hungarian,0,295314,4YDINZ
177,150,0,vilnius,1,hungarian,0,295314,4YDINZ
648,59,0,vilnius,1,hungarian,0,295314,4YDINZ
589,59,0,vilnius,1,hungarian,0,295314,4YDINZ
813,111,0,vilnius,1,hungarian,0,295314,4YDINZ
61,217,2,vilnius,1,hungarian,0,295314,4YDINZ
881,176,2,vilnius,1,hungarian,0,295314,4YDINZ
879,111,0,vilnius,1,hungarian,0,295314,4YDINZ
161,112,0,vilnius,1,hungarian,0,295314,4YDINZ
740,130,6,vilnius,1,hungarian,0,295314,4YDINZ
155,135,0,vilnius,1,hungarian,0,295314,4YDINZ
794,315,1,vilnius,1,hungarian,0,295314,4YDINZ
498,137,0,vilnius,1,hungarian,0,295314,4YDINZ
136,128,0,vilnius,1,hungarian,0,295314,4YDINZ
461,56,0,vilnius,1,hungarian,0,295314,4YDINZ
954,130,0,vilnius,1,hungarian,0,295314,4YDINZ
288,111,0,vilnius,1,hungarian,0,295314,4YDINZ
935,72,0,vilnius,1,hungarian,0,295314,4YDINZ
887,127,0,vilnius,1,hungarian,0,295314,4YDINZ
820,203,1,vilnius,1,hungarian,0,295314,4YDINZ
568,80,3,vilnius,1,hungarian,0,295314,4YDINZ
198,129,0,vilnius,1,hungarian,0,295314,4YDINZ
104,56,16,vilnius,1,hungarian,0,295314,4YDINZ
545,131,0,vilnius,1,hungarian,0,295314,4YDINZ
118,97,1,vilnius,1,hungarian,0,295314,4YDINZ
502,96,1,vilnius,1,hungarian,0,295314,4YDINZ
448,123,0,vilnius,1,hungarian,0,295314,4YDINZ
76,57,0,vilnius,1,hungarian,0,295314,4YDINZ
516,296,1,vilnius,1,hungarian,0,295314,4YDINZ
654,212,1,vilnius,1,hungarian,0,295314,4YDINZ
956,92,0,vilnius,1,hungarian,0,295314,4YDINZ
240,220,1,vilnius,1,hungarian,0,295314,4YDINZ
189,108,0,vilnius,1,hungarian,0,295314,4YDINZ
408,129,1,vilnius,1,hungarian,0,295314,4YDINZ
409,96,0,vilnius,1,hungarian,0,295314,4YDINZ
623,243,1,vilnius,1,hungarian,0,295314,4YDINZ
125,54,2,vilnius,1,hungarian,0,295314,4YDINZ
40,109,0,vilnius,1,hungarian,0,295314,4YDINZ
955,71,0,vilnius,1,hungarian,0,295314,4YDINZ
279,66,3,vilnius,1,hungarian,0,295314,4YDINZ
520,82,0,vilnius,1,hungarian,0,295314,4YDINZ
632,82,0,vilnius,1,hungarian,0,295314,4YDINZ
605,205,1,vilnius,1,hungarian,0,295314,4YDINZ
47,149,1,vilnius,1,hungarian,0,295314,4YDINZ
667,126,0,vilnius,1,hungarian,0,295314,4YDINZ
355,82,0,vilnius,1,hungarian,0,295314,4YDINZ
950,77,0,vilnius,1,hungarian,0,295314,4YDINZ
204,57,0,vilnius,1,hungarian,0,295314,4YDINZ
89,95,2,vilnius,1,hungarian,0,295314,4YDINZ
394,67,0,vilnius,1,hungarian,0,295314,4YDINZ
5,150,1,vilnius,1,hungarian,0,295314,4YDINZ
420,56,0,vilnius,1,hungarian,0,295314,4YDINZ
479,150,0,vilnius,1,hungarian,0,295314,4YDINZ
974,130,0,vilnius,1,hungarian,0,295314,4YDINZ
687,129,0,vilnius,1,hungarian,0,295314,4YDINZ
976,80,0,vilnius,1,hungarian,0,295314,4YDINZ
670,77,0,vilnius,1,hungarian,0,295314,4YDINZ
957,61,0,vilnius,1,hungarian,0,295314,4YDINZ
914,56,0,vilnius,1,hungarian,0,295314,4YDINZ
217,155,1,vilnius,1,hungarian,0,295314,4YDINZ
294,59,0,vilnius,1,hungarian,0,295314,4YDINZ
432,151,2,vilnius,1,hungarian,0,295314,4YDINZ
320,110,0,vilnius,1,hungarian,0,295314,4YDINZ
620,214,0,vilnius,1,hungarian,0,295314,4YDINZ
593,56,9,vilnius,1,hungarian,0,295314,4YDINZ
215,78,5,vilnius,1,hungarian,0,295314,4YDINZ
340,77,0,vilnius,1,hungarian,0,295314,4YDINZ
896,56,0,vilnius,1,hungarian,0,295314,4YDINZ
19,55,0,vilnius,1,hungarian,0,295314,4YDINZ
819,117,2,vilnius,1,hungarian,0,295314,4YDINZ
221,55,0,vilnius,1,hungarian,0,295314,4YDINZ
406,55,0,vilnius,1,hungarian,0,295314,4YDINZ
197,109,0,vilnius,1,hungarian,0,295314,4YDINZ
551,58,6,vilnius,1,hungarian,0,295314,4YDINZ
84,233,1,vilnius,1,hungarian,0,295314,4YDINZ
678,81,0,vilnius,1,hungarian,0,295314,4YDINZ
72,56,0,vilnius,1,hungarian,0,295314,4YDINZ
490,131,0,vilnius,1,hungarian,0,295314,4YDINZ
74,111,0,vilnius,1,hungarian,0,295314,4YDINZ
758,58,7,vilnius,1,hungarian,0,295314,4YDINZ
80,287,1,vilnius,1,hungarian,0,295314,4YDINZ
607,129,0,vilnius,1,hungarian,0,295314,4YDINZ
183,218,1,vilnius,1,hungarian,0,295314,4YDINZ
247,165,1,vilnius,1,hungarian,0,295314,4YDINZ
362,94,1,vilnius,1,hungarian,0,295314,4YDINZ
5,150,3,vilnius,2,hungarian,0,295315,TW6BWI
623,198,2,vilnius,2,hungarian,0,295315,TW6BWI
605,205,1,vilnius,2,hungarian,0,295315,TW6BWI
406,55,0,vilnius,2,hungarian,0,295315,TW6BWI
408,129,2,vilnius,2,hungarian,0,295315,TW6BWI
533,209,1,vilnius,2,hungarian,0,295315,TW6BWI
451,107,0,vilnius,2,hungarian,0,295315,TW6BWI
189,108,0,vilnius,2,hungarian,0,295315,TW6BWI
516,296,2,vilnius,2,hungarian,0,295315,TW6BWI
356,76,0,vilnius,2,hungarian,0,295315,TW6BWI
654,212,1,vilnius,2,hungarian,0,295315,TW6BWI
956,92,0,vilnius,2,hungarian,0,295315,TW6BWI
18,61,1,vilnius,2,hungarian,0,295315,TW6BWI
394,67,0,vilnius,2,hungarian,0,295315,TW6BWI
545,131,0,vilnius,2,hungarian,0,295315,TW6BWI
320,110,0,vilnius,2,hungarian,0,295315,TW6BWI
362,94,2,vilnius,2,hungarian,0,295315,TW6BWI
879,111,2,vilnius,2,hungarian,0,295315,TW6BWI
667,126,0,vilnius,2,hungarian,0,295315,TW6BWI
935,72,0,vilnius,2,hungarian,0,295315,TW6BWI
183,218,1,vilnius,2,hungarian,0,295315,TW6BWI
819,117,4,vilnius,2,hungarian,0,295315,TW6BWI
490,131,0,vilnius,2,hungarian,0,295315,TW6BWI
461,56,0,vilnius,2,hungarian,0,295315,TW6BWI
19,55,0,vilnius,2,hungarian,0,295315,TW6BWI
955,71,0,vilnius,2,hungarian,0,295315,TW6BWI
288,111,0,vilnius,2,hungarian,0,295315,TW6BWI
593,56,10,vilnius,2,hungarian,0,295315,TW6BWI
620,214,0,vilnius,2,hungarian,0,295315,TW6BWI
61,217,4,vilnius,2,hungarian,0,295315,TW6BWI
498,137,1,vilnius,2,hungarian,0,295315,TW6BWI
294,59,0,vilnius,2,hungarian,0,295315,TW6BWI
136,128,1,vilnius,2,hungarian,0,295315,TW6BWI
687,129,2,vilnius,2,hungarian,0,295315,TW6BWI
76,57,0,vilnius,2,hungarian,0,295315,TW6BWI
104,56,17,vilnius,2,hungarian,0,295315,TW6BWI
914,56,0,vilnius,2,hungarian,0,295315,TW6BWI
432,151,3,vilnius,2,hungarian,0,295315,TW6BWI
648,59,0,vilnius,2,hungarian,0,295315,TW6BWI
957,61,0,vilnius,2,hungarian,0,295315,TW6BWI
976,80,0,vilnius,2,hungarian,0,295315,TW6BWI
568,80,4,vilnius,2,hungarian,0,295315,TW6BWI
155,135,1,vilnius,2,hungarian,0,295315,TW6BWI
80,287,2,vilnius,2,hungarian,0,295315,TW6BWI
551,58,6,vilnius,2,hungarian,0,295315,TW6BWI
409,96,0,vilnius,2,hungarian,0,295315,TW6BWI
607,129,0,vilnius,2,hungarian,0,295315,TW6BWI
479,150,0,vilnius,2,hungarian,0,295315,TW6BWI
125,54,2,vilnius,2,hungarian,0,295315,TW6BWI
794,315,2,vilnius,2,hungarian,0,295315,TW6BWI
204,57,0,vilnius,2,hungarian,0,295315,TW6BWI
177,150,0,vilnius,2,hungarian,0,295315,TW6BWI
464,78,0,vilnius,2,hungarian,0,295315,TW6BWI
217,155,2,vilnius,2,hungarian,0,295315,TW6BWI
118,97,2,vilnius,2,hungarian,0,295315,TW6BWI
47,149,2,vilnius,2,hungarian,0,295315,TW6BWI
198,129,0,vilnius,2,hungarian,0,295315,TW6BWI
765,57,10,vilnius,2,hungarian,0,295315,TW6BWI
758,58,7,vilnius,2,hungarian,0,295315,TW6BWI
340,77,0,vilnius,2,hungarian,0,295315,TW6BWI
670,77,0,vilnius,2,hungarian,0,295315,TW6BWI
